"package_slug","jpg_file","repo_path","raw_url","local_path","bytes","sha256","source_file"
"bookish-lifestyle-reading-aesthetic-ai-photo-pack","27-bookish-lifestyle-flat-lay-everyday-essentials.jpg","pinterest-assets/uploaded/bookish-lifestyle-reading-aesthetic-ai-photo-pack/27-bookish-lifestyle-flat-lay-everyday-essentials.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/bookish-lifestyle-reading-aesthetic-ai-photo-pack/27-bookish-lifestyle-flat-lay-everyday-essentials.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\bookish-lifestyle-reading-aesthetic-ai-photo-pack\27-bookish-lifestyle-flat-lay-everyday-essentials.jpg","293370","d24a2732d9c32146281783ce4ba73ad706b16474816eac7d50f9bdbe3e6f57c2","27-bookish-lifestyle-flat-lay-everyday-essentials.png"
"bookish-lifestyle-reading-aesthetic-ai-photo-pack","30-complete-bookish-lifestyle-toolkit-scene.jpg","pinterest-assets/uploaded/bookish-lifestyle-reading-aesthetic-ai-photo-pack/30-complete-bookish-lifestyle-toolkit-scene.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/bookish-lifestyle-reading-aesthetic-ai-photo-pack/30-complete-bookish-lifestyle-toolkit-scene.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\bookish-lifestyle-reading-aesthetic-ai-photo-pack\30-complete-bookish-lifestyle-toolkit-scene.jpg","230732","21d757f216b46e3a81c7adbc2e3dab90aa8fd53a888c4d61e9283af6729f422e","30-complete-bookish-lifestyle-toolkit-scene.png"
"breakfast-brunch-lifestyle-ai-photo-pack","20-brunch-bakery-table-croissants-coffee.jpg","pinterest-assets/uploaded/breakfast-brunch-lifestyle-ai-photo-pack/20-brunch-bakery-table-croissants-coffee.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/breakfast-brunch-lifestyle-ai-photo-pack/20-brunch-bakery-table-croissants-coffee.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\breakfast-brunch-lifestyle-ai-photo-pack\20-brunch-bakery-table-croissants-coffee.jpg","213375","1a619d05fe9e72d5852561ede49b3109a8d5d3c2397006f8b35b56e8960e881c","20-brunch-bakery-table-croissants-coffee.png"
"breakfast-brunch-lifestyle-ai-photo-pack","27-brunch-lifestyle-flat-lay-everyday-essentials.jpg","pinterest-assets/uploaded/breakfast-brunch-lifestyle-ai-photo-pack/27-brunch-lifestyle-flat-lay-everyday-essentials.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/breakfast-brunch-lifestyle-ai-photo-pack/27-brunch-lifestyle-flat-lay-everyday-essentials.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\breakfast-brunch-lifestyle-ai-photo-pack\27-brunch-lifestyle-flat-lay-everyday-essentials.jpg","325213","30c77e382043937ea07b097f33a150c5149cdc08c22775c707933d4b28d4c65f","27-brunch-lifestyle-flat-lay-everyday-essentials.png"
"breakfast-brunch-lifestyle-ai-photo-pack","30-complete-breakfast-brunch-lifestyle-toolkit-scene.jpg","pinterest-assets/uploaded/breakfast-brunch-lifestyle-ai-photo-pack/30-complete-breakfast-brunch-lifestyle-toolkit-scene.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/breakfast-brunch-lifestyle-ai-photo-pack/30-complete-breakfast-brunch-lifestyle-toolkit-scene.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\breakfast-brunch-lifestyle-ai-photo-pack\30-complete-breakfast-brunch-lifestyle-toolkit-scene.jpg","242220","fdfaa03debb7b6b35c849b494ecaebb0e3b4af924664a266f01e1b11e2ed1e4e","30-complete-breakfast-brunch-lifestyle-toolkit-scene.png"
"calm-nature-landscape-backgrounds-ai-pack","26-calm-river-path-nature-scene.jpg","pinterest-assets/uploaded/calm-nature-landscape-backgrounds-ai-pack/26-calm-river-path-nature-scene.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/calm-nature-landscape-backgrounds-ai-pack/26-calm-river-path-nature-scene.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\calm-nature-landscape-backgrounds-ai-pack\26-calm-river-path-nature-scene.jpg","493914","ceaaba7505a21e4bb42d57aa495fe78f3abdf9e1fb9ee5ddd73bbaff9f29a4e9","26-calm-river-path-nature-scene.png"
"calm-nature-landscape-backgrounds-ai-pack","28-outdoor-mindfulness-background-scene.jpg","pinterest-assets/uploaded/calm-nature-landscape-backgrounds-ai-pack/28-outdoor-mindfulness-background-scene.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/calm-nature-landscape-backgrounds-ai-pack/28-outdoor-mindfulness-background-scene.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\calm-nature-landscape-backgrounds-ai-pack\28-outdoor-mindfulness-background-scene.jpg","350961","6a62e1b8eae6f008d0d707094a8d01d7d599129c86a229687bb73c9f9886573c","28-outdoor-mindfulness-background-scene.png"
"calm-nature-landscape-backgrounds-ai-pack","30-calm-nature-landscape-toolkit-scene.jpg","pinterest-assets/uploaded/calm-nature-landscape-backgrounds-ai-pack/30-calm-nature-landscape-toolkit-scene.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/calm-nature-landscape-backgrounds-ai-pack/30-calm-nature-landscape-toolkit-scene.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\calm-nature-landscape-backgrounds-ai-pack\30-calm-nature-landscape-toolkit-scene.jpg","373613","9ed6b46860efc17bb4bd28bf5e68dd907efdb56aaaffee6b6224f0a345d05459","30-calm-nature-landscape-toolkit-scene.png"
"canva-social-media-template-backgrounds-ai-pack","03-light-cream-desk-inspired-flat-background.jpg","pinterest-assets/uploaded/canva-social-media-template-backgrounds-ai-pack/03-light-cream-desk-inspired-flat-background.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/canva-social-media-template-backgrounds-ai-pack/03-light-cream-desk-inspired-flat-background.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\canva-social-media-template-backgrounds-ai-pack\03-light-cream-desk-inspired-flat-background.jpg","94780","ab1167f242e8c8f17b3b6117c3b74b97b7775b220ef974242112c4c0cfcd1bb9","03-light-cream-desk-inspired-flat-background.png"
"canva-social-media-template-backgrounds-ai-pack","16-minimal-black-beige-promo-background.jpg","pinterest-assets/uploaded/canva-social-media-template-backgrounds-ai-pack/16-minimal-black-beige-promo-background.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/canva-social-media-template-backgrounds-ai-pack/16-minimal-black-beige-promo-background.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\canva-social-media-template-backgrounds-ai-pack\16-minimal-black-beige-promo-background.jpg","123845","271ac30070deac17fdec91565e5c9928afc6ff5f7d174f24a321522913419978","16-minimal-black-beige-promo-background.png"
"canva-social-media-template-backgrounds-ai-pack","30-complete-canva-background-toolkit-scene.jpg","pinterest-assets/uploaded/canva-social-media-template-backgrounds-ai-pack/30-complete-canva-background-toolkit-scene.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/canva-social-media-template-backgrounds-ai-pack/30-complete-canva-background-toolkit-scene.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\canva-social-media-template-backgrounds-ai-pack\30-complete-canva-background-toolkit-scene.jpg","109530","2700c10e5c66a1613158ece4b2e9e58bd5af45d1fbef5b8685378367d4e409d4","30-complete-canva-background-toolkit-scene.png"
"city-walk-urban-lifestyle-ai-photo-pack","09-09.jpg","pinterest-assets/uploaded/city-walk-urban-lifestyle-ai-photo-pack/09-09.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/city-walk-urban-lifestyle-ai-photo-pack/09-09.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\city-walk-urban-lifestyle-ai-photo-pack\09-09.jpg","231301","d17328546eddcf3f01aa73f9102051c39e44c584db81106e744ba3fd271df0b1","09-09.png"
"city-walk-urban-lifestyle-ai-photo-pack","14-14.jpg","pinterest-assets/uploaded/city-walk-urban-lifestyle-ai-photo-pack/14-14.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/city-walk-urban-lifestyle-ai-photo-pack/14-14.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\city-walk-urban-lifestyle-ai-photo-pack\14-14.jpg","243624","521ccdb60ff18f038f64b0d23e0138bc9699f29e533ecae011427d42194b213a","14-14.png"
"city-walk-urban-lifestyle-ai-photo-pack","29-29.jpg","pinterest-assets/uploaded/city-walk-urban-lifestyle-ai-photo-pack/29-29.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/city-walk-urban-lifestyle-ai-photo-pack/29-29.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\city-walk-urban-lifestyle-ai-photo-pack\29-29.jpg","218135","fe552d332fc233a49af9c77245b80ab4b5c953dfe4c6ef4c4ae358dcff98a813","29-29.png"
"coffee-bakery-lifestyle-ai-photo-pack","21-coffee-muffin-cozy-cafe-table.jpg","pinterest-assets/uploaded/coffee-bakery-lifestyle-ai-photo-pack/21-coffee-muffin-cozy-cafe-table.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/coffee-bakery-lifestyle-ai-photo-pack/21-coffee-muffin-cozy-cafe-table.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\coffee-bakery-lifestyle-ai-photo-pack\21-coffee-muffin-cozy-cafe-table.jpg","189570","270a0a79d92eac38c14b1924b316a33c25fb3f0c48de6329da183cd7bb120204","21-coffee-muffin-cozy-cafe-table.png"
"coffee-bakery-lifestyle-ai-photo-pack","26-bakery-brunch-table-coffee-pastries.jpg","pinterest-assets/uploaded/coffee-bakery-lifestyle-ai-photo-pack/26-bakery-brunch-table-coffee-pastries.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/coffee-bakery-lifestyle-ai-photo-pack/26-bakery-brunch-table-coffee-pastries.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\coffee-bakery-lifestyle-ai-photo-pack\26-bakery-brunch-table-coffee-pastries.jpg","237044","b1c46066994a495ef216b91c4ba463176ad30cf980db3e052ab1eac90be9fba5","26-bakery-brunch-table-coffee-pastries.png"
"coffee-bakery-lifestyle-ai-photo-pack","30-complete-coffee-bakery-lifestyle-toolkit-scene.jpg","pinterest-assets/uploaded/coffee-bakery-lifestyle-ai-photo-pack/30-complete-coffee-bakery-lifestyle-toolkit-scene.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/coffee-bakery-lifestyle-ai-photo-pack/30-complete-coffee-bakery-lifestyle-toolkit-scene.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\coffee-bakery-lifestyle-ai-photo-pack\30-complete-coffee-bakery-lifestyle-toolkit-scene.jpg","282993","3c7f4e357964a9f55b61b74e130defee92a57d7b8542b37aa6467b51c339642e","30-complete-coffee-bakery-lifestyle-toolkit-scene.png"
"cozy-home-decor-interior-lifestyle-ai-photo-pack","19-cozy-breakfast-nook-interior-scene.jpg","pinterest-assets/uploaded/cozy-home-decor-interior-lifestyle-ai-photo-pack/19-cozy-breakfast-nook-interior-scene.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/cozy-home-decor-interior-lifestyle-ai-photo-pack/19-cozy-breakfast-nook-interior-scene.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\cozy-home-decor-interior-lifestyle-ai-photo-pack\19-cozy-breakfast-nook-interior-scene.jpg","268437","ef1d975737479aeeb666ea28fe9e123f250c170b73dc86d7e578cb4c0b9ad4fb","19-cozy-breakfast-nook-interior-scene.png"
"cozy-home-decor-interior-lifestyle-ai-photo-pack","27-cozy-home-decor-lifestyle-flat-lay.jpg","pinterest-assets/uploaded/cozy-home-decor-interior-lifestyle-ai-photo-pack/27-cozy-home-decor-lifestyle-flat-lay.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/cozy-home-decor-interior-lifestyle-ai-photo-pack/27-cozy-home-decor-lifestyle-flat-lay.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\cozy-home-decor-interior-lifestyle-ai-photo-pack\27-cozy-home-decor-lifestyle-flat-lay.jpg","428835","081d64314b280235a584ecf2225b0d65464823b144abc8177432d027c1c74bdc","27-cozy-home-decor-lifestyle-flat-lay.png"
"cozy-home-decor-interior-lifestyle-ai-photo-pack","30-complete-cozy-home-decor-toolkit-scene.jpg","pinterest-assets/uploaded/cozy-home-decor-interior-lifestyle-ai-photo-pack/30-complete-cozy-home-decor-toolkit-scene.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/cozy-home-decor-interior-lifestyle-ai-photo-pack/30-complete-cozy-home-decor-toolkit-scene.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\cozy-home-decor-interior-lifestyle-ai-photo-pack\30-complete-cozy-home-decor-toolkit-scene.jpg","275930","d368248f45beae428f8d58294e7ae6e1460e017f92afb3ebec1243e4d031dc3d","30-complete-cozy-home-decor-toolkit-scene.png"
"cute-kawaii-pattern-backgrounds-ai-pack","18-cute-breakfast-icon-pattern.jpg","pinterest-assets/uploaded/cute-kawaii-pattern-backgrounds-ai-pack/18-cute-breakfast-icon-pattern.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/cute-kawaii-pattern-backgrounds-ai-pack/18-cute-breakfast-icon-pattern.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\cute-kawaii-pattern-backgrounds-ai-pack\18-cute-breakfast-icon-pattern.jpg","212531","3d80367885b2fed65051693e8b822989024945c5cae0076fdfcc9c0b6f5b891f","18-cute-breakfast-icon-pattern.png"
"cute-kawaii-pattern-backgrounds-ai-pack","28-cute-garden-vegetable-pattern.jpg","pinterest-assets/uploaded/cute-kawaii-pattern-backgrounds-ai-pack/28-cute-garden-vegetable-pattern.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/cute-kawaii-pattern-backgrounds-ai-pack/28-cute-garden-vegetable-pattern.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\cute-kawaii-pattern-backgrounds-ai-pack\28-cute-garden-vegetable-pattern.jpg","254554","eea0351357e7bc8db2728c0dec607f690cc3eafc0964bbe20353bd0bc944da40","28-cute-garden-vegetable-pattern.png"
"cute-kawaii-pattern-backgrounds-ai-pack","30-complete-kawaii-pattern-backgrounds-toolkit-scene.jpg","pinterest-assets/uploaded/cute-kawaii-pattern-backgrounds-ai-pack/30-complete-kawaii-pattern-backgrounds-toolkit-scene.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/cute-kawaii-pattern-backgrounds-ai-pack/30-complete-kawaii-pattern-backgrounds-toolkit-scene.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\cute-kawaii-pattern-backgrounds-ai-pack\30-complete-kawaii-pattern-backgrounds-toolkit-scene.jpg","172605","0d3f9325f9808fcddd9da311411d49e0f805040adb90070f66f227ef1ace03c3","30-complete-kawaii-pattern-backgrounds-toolkit-scene.png"
"cute-kids-coloring-pages-line-art-ai-pack","02-bunny-flower-garden.jpg","pinterest-assets/uploaded/cute-kids-coloring-pages-line-art-ai-pack/02-bunny-flower-garden.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/cute-kids-coloring-pages-line-art-ai-pack/02-bunny-flower-garden.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\cute-kids-coloring-pages-line-art-ai-pack\02-bunny-flower-garden.jpg","203907","2bfd15c0ce36d3285fdf02842741d8b702e2ce6c4fce640fc1c79ee294acba4d","02-bunny-flower-garden.png"
"cute-kids-coloring-pages-line-art-ai-pack","20-treehouse-adventure-scene.jpg","pinterest-assets/uploaded/cute-kids-coloring-pages-line-art-ai-pack/20-treehouse-adventure-scene.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/cute-kids-coloring-pages-line-art-ai-pack/20-treehouse-adventure-scene.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\cute-kids-coloring-pages-line-art-ai-pack\20-treehouse-adventure-scene.jpg","230736","fb85f049c7e6fa343500860a1f2de7240efd6ed3e379336d13f142b4e71b18d4","20-treehouse-adventure-scene.png"
"cute-kids-coloring-pages-line-art-ai-pack","30-mixed-kids-line-art-activity-scene.jpg","pinterest-assets/uploaded/cute-kids-coloring-pages-line-art-ai-pack/30-mixed-kids-line-art-activity-scene.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/cute-kids-coloring-pages-line-art-ai-pack/30-mixed-kids-line-art-activity-scene.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\cute-kids-coloring-pages-line-art-ai-pack\30-mixed-kids-line-art-activity-scene.jpg","234232","5e4627327e8b3d84b5cbf11f159dd3ea1994de597cd20e54bacc89827e251a9f","30-mixed-kids-line-art-activity-scene.png"
"dark-luxury-product-backgrounds-ai-pack","18-matte-black-layered-platform-scene.jpg","pinterest-assets/uploaded/dark-luxury-product-backgrounds-ai-pack/18-matte-black-layered-platform-scene.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/dark-luxury-product-backgrounds-ai-pack/18-matte-black-layered-platform-scene.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\dark-luxury-product-backgrounds-ai-pack\18-matte-black-layered-platform-scene.jpg","70021","cd616ddc40d4493c8ff4b0cedfb21005678e12608168a11745f419ae85c70554","18-matte-black-layered-platform-scene.png"
"dark-luxury-product-backgrounds-ai-pack","25-charcoal-luxury-product-shelf-scene.jpg","pinterest-assets/uploaded/dark-luxury-product-backgrounds-ai-pack/25-charcoal-luxury-product-shelf-scene.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/dark-luxury-product-backgrounds-ai-pack/25-charcoal-luxury-product-shelf-scene.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\dark-luxury-product-backgrounds-ai-pack\25-charcoal-luxury-product-shelf-scene.jpg","130699","d3a6d92fc7ad9784c2a7a020b2a8d47e1bf804aab0ffb1c05e15c33a9254e996","25-charcoal-luxury-product-shelf-scene.png"
"dark-luxury-product-backgrounds-ai-pack","30-complete-dark-luxury-product-backgrounds-toolkit.jpg","pinterest-assets/uploaded/dark-luxury-product-backgrounds-ai-pack/30-complete-dark-luxury-product-backgrounds-toolkit.jpg","https://raw.githubusercontent.com/noma-studio/noma-studio/main/pinterest-assets/uploaded/dark-luxury-product-backgrounds-ai-pack/30-complete-dark-luxury-product-backgrounds-toolkit.jpg","C:\Users\김승원\Documents\New project 6\github_upload_ready_jpg\pinterest-assets\uploaded\dark-luxury-product-backgrounds-ai-pack\30-complete-dark-luxury-product-backgrounds-toolkit.jpg","150971","1c693b23c638837aef6a9220da9f604c6a49dbe5ed089e5f6869af24a004313b","30-complete-dark-luxury-product-backgrounds-toolkit.png"
